Species,Genus,Family,Infraorder,Suborder,Order,Diet,Early Age,Late Age,Early Period,Late Period,Max MYA,Min MYA,Lifespan (MYA)
Liaoningornis longidigitris,Liaoningornis,Liaoningornithidae,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Patagopteryx deferrariisi,Patagopteryx,Patagopterygidae,Avialae,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Piscivoravis lii,Piscivoravis,Songlingornithidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Schizooura lii,Schizooura,Schizoouridae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Vorona berivotrensis,Vorona,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Yumenornis huangi,Yumenornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Zhongjianornis yangi,Zhongjianornis,Patagopterygidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Cratoavis cearensis,Cratoavis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,119.5,113.0,6.5
Dalingheornis liweii,Dalingheornis,,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Elbretornis bonapartei,Elbretornis,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Enantiornis leali,Enantiornis,Enantiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Enantiornis martini,Enantiornis,Enantiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Enantiornis walkeri,Enantiornis,Enantiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Grabauornis lingyuanensis,Grabauornis,,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Martinavis cruzyensis,Martinavis,,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Martinavis minor,Martinavis,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Martinavis saltariensis,Martinavis,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Martinavis vincei,Martinavis,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Martinavis whetstonei,Martinavis,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Abavornis bonaparti,Abavornis,,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Alexornis antecedens,Alexornis,Alexornithidae,Avialae,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Explorornis nessovi,Explorornis,,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Incolornis silvae,Incolornis,,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Kizylkumavis cretacea,Kizylkumavis,,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Lenesornis maltshevskyi,Lenesornis,,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Nanantius eos,Nanantius,,Avialae,Theropoda,Saurischia,Carnivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,106.2,100.5,5.700000000000003
Sazavis prisca,Sazavis,,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Zhyraornis kashkarovi,Zhyraornis,Zhyraornithidae,Avialae,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Zhyraornis logunovi,Zhyraornis,Zhyraornithidae,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Gurilynia nessovi,Gurilynia,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Alethoalaornis agitornis,Alethoalaornis,,,,,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Gracilornis jiufotangensis,Gracilornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Longchengornis sanyanensis,Longchengornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Dapingfangornis sentisorhinus,Dapingfangornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Avisaurus archibaldi,Avisaurus,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Bauxitornis mindszentyae,Bauxitornis,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Enantiophoenix electrophyla,Enantiophoenix,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Gettyia gloriae,Gettyia,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Halimornis thompsoni,Halimornis,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Intiornis inexpectatus,Intiornis,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Mirarce eatoni,Mirarce,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Neuquenornis volans,Neuquenornis,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Soroavisaurus australis,Soroavisaurus,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Bohaiornis guoi,Bohaiornis,Bohaiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Longusunguis kurochkini,Longusunguis,Bohaiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Parabohaiornis martini,Parabohaiornis,Bohaiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Shenqiornis mengi,Shenqiornis,Bohaiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Oxfordian,Barremian,Upper Jurassic,Lower Cretaceous,161.5,121.4,40.099999999999994
Sulcavis geeorum,Sulcavis,Bohaiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Zhouornis hani,Zhouornis,Bohaiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Boluochia zhengi,Boluochia,Longipterygidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Camptodontornis yangi,Camptodontornis,Longipterygidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Longipteryx chaoyangensis,Longipteryx,Longipterygidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Longirostravis hani,Longirostravis,Longipterygidae,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Rapaxavis pani,Rapaxavis,Longipterygidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Shanweiniao cooperorum,Shanweiniao,Longipterygidae,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Shengjingornis yangi,Shengjingornis,Longipterygidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Chiappeavis magnapremaxillo,Chiappeavis,Pengornithidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Eopengornis martini,Eopengornis,,,,,Carnivore,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous,132.6,125.77,6.829999999999998
Parapengornis eurycaudatus,Parapengornis,Pengornithidae,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,113.0,12.769999999999996
Pengornis houi,Pengornis,Pengornithidae,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Yuanchuavis kompsosoura,Yuanchuavis,Pengornithidae,Avialae,Theropoda,Saurischia,Carnivore,Berriasian,Albian,Lower Cretaceous,Lower Cretaceous,145.0,100.5,44.5
Avimaia schweitzerae,Avimaia,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Brevirostruavis macrohyoideus,Brevirostruavis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Castignovolucris sebei,Castignovolucris,,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Cathayornis yandica,Cathayornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Concornis lacustris,Concornis,Avisauridae,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Cruralispennia multidonta,Cruralispennia,,Avialae,Theropoda,Saurischia,Carnivore,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous,132.6,125.77,6.829999999999998
Dunhuangia cuii,Dunhuangia,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Elektorornis chenguangi,Elektorornis,,Avialae,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Elsornis keni,Elsornis,,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Eoalulavis hoyasi,Eoalulavis,,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Eocathayornis walkeri,Eocathayornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Eoenantiornis buhleri,Eoenantiornis,Eoenantiornithidae,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Evgenavis nobilis,Evgenavis,,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,113.0,12.769999999999996
Falcatakely forsterae,Falcatakely,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Feitianius paradisi,Feitianius,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Flexomornis howei,Flexomornis,,Avialae,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Fortipesavis prehendens,Fortipesavis,,Avialae,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Fortunguavis xiaotaizicus,Fortunguavis,,,,,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Gobipipus reshetovi,Gobipipus,,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Gobipteryx minuta,Gobipteryx,Gobipterygidae,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Gretcheniao sinensis,Gretcheniao,,,,,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Holbotia ponomarenkoi,Holbotia,,,,,Carnivore,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous,132.6,121.4,11.199999999999989
Houornis caudatus,Houornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Huoshanornis huji,Huoshanornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Iberomesornis romerali,Iberomesornis,Iberomesornithidae,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Junornis houi,Junornis,,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Lectavis bretincola,Lectavis,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Linyiornis amoena,Linyiornis,,,,,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Microenantiornis vulgaris,Microenantiornis,,,,,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Monoenantiornis sihedangia,Monoenantiornis,,,,,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Musivavis amabilis,Musivavis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Navaornis hestiae,Navaornis,,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Noguerornis gonzalezi,Noguerornis,,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Orienantius ritteri,Orienantius,,Avialae,Theropoda,Saurischia,Carnivore,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous,132.6,125.77,6.829999999999998
Otogornis genghisi,Otogornis,,,,,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Paraprotopteryx gracilis,Paraprotopteryx,,Avialae,Theropoda,Saurischia,Carnivore,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous,132.6,125.77,6.829999999999998
Parvavis chuxiongensis,Parvavis,,Avialae,Theropoda,Saurischia,Carnivore,Turonian,Santonian,Upper Cretaceous,Upper Cretaceous,93.9,83.6,10.300000000000011
Piscivorenantiornis inusitatus,Piscivorenantiornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Protopteryx fengningensis,Protopteryx,Protopterygidae,Avialae,Theropoda,Saurischia,Carnivore,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous,132.6,121.4,11.199999999999989
Pterygornis dapingfangensis,Pterygornis,,,,,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Qiliania graffini,Qiliania,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Shangyang graciles,Shangyang,,,,,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Sinornis santensis,Sinornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Vescornis hebeiensis,Vescornis,Gobipterygidae,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Xiangornis shenmi,Xiangornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Yatenavis ieujensis,Yatenavis,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Yuanjiawaornis viriosus,Yuanjiawaornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Yungavolucris brevipedalis,Yungavolucris,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Yuornis junchangi,Yuornis,,Avialae,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Alamitornis minutus,Alamitornis,,Avialae,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Xinghaiornis lini,Xinghaiornis,,Avialae,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Kompsornis longicaudus,Kompsornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Neimengornis rectusmim,Neimengornis,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Alcmonavis poeschli,Alcmonavis,,Avialae,Theropoda,Saurischia,Carnivore,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,149.2,146.3,2.8999999999999773
Archaeopteryx albersdoerferi,Archaeopteryx,Archaeopterygidae,Non-Avian,Theropoda,Saurischia,"Piscivore, insectivore",Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,149.2,146.3,2.8999999999999773
Archaeopteryx lithographica,Archaeopteryx,Archaeopterygidae,Non-Avian,Theropoda,Saurischia,"Piscivore, insectivore",Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,149.2,146.3,2.8999999999999773
Jurapteryx recurva,Archaeopteryx,Archaeopterygidae,Non-Avian,Theropoda,Saurischia,"Piscivore, insectivore",Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,149.2,146.3,2.8999999999999773
Aurornis xui,Aurornis,Anchiornithidae,Non-Avian,Theropoda,Saurischia,Carnivore,Bathonian,Kimmeridgian,Middle Jurassic,Upper Jurassic,168.2,152.2,16.0
Baminornis zhenghensis,Baminornis,,Avialae,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Dalianraptor cuhe,Dalianraptor,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Fujianvenator prodigiosus,Fujianvenator,Anchiornithidae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Fukuipteryx prima,Fukuipteryx,,Avialae,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Boreonykus certekorum,Boreonykus,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Dakotaraptor steini,Dakotaraptor,,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Dromaeosaurus albertensis,Dromaeosaurus,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Albian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,109.9,66.0,43.900000000000006
Itemirus medullaris,Itemirus,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Yurgovuchia doellingi,Yurgovuchia,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,140.6,132.6,8.0
Atrociraptor marshalli,Atrociraptor,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Saurornitholestes langstoni,Saurornitholestes,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Saurornitholestes sullivani,Saurornitholestes,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Acheroraptor temertyorum,Acheroraptor,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Dineobellator notohesperus,Dineobellator,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Kansaignathus sogdianus,Kansaignathus,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Linheraptor exquisitus,Linheraptor,Dromaeosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
