"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon","taxon_size","extant_size","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","image_no"
"371120","371120","txn","","genus","Barbaridactylus","","371120","genus","Barbaridactylus","96504","NF9","65819","extinct","2","Chordata","Reptilia","Pterosauria","Nyctosauridae","Barbaridactylus","Barbaridactylus grandis","2","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","volant","","piscivore","","","","19"
"371121","371121","txn","","species","Barbaridactylus grandis","","371121","species","Barbaridactylus grandis","371120","","65819","extinct","1","Chordata","Reptilia","Pterosauria","Nyctosauridae","Barbaridactylus","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","volant","","piscivore","","","","19"
"156936","156936","txn","","genus","Muzquizopteryx","","156936","genus","Muzquizopteryx","96504","NF9","31103","extinct","2","Chordata","Reptilia","Pterosauria","Nyctosauridae","Muzquizopteryx","Muzquizopteryx coahuilensis","2","0","93.9","86.3","93.9","86.3","Turonian","Coniacian","marine","","actively mobile","volant","","piscivore","","","","19"
"156937","156937","txn","","species","Muzquizopteryx coahuilensis","","156937","species","Muzquizopteryx coahuilensis","156936","","31103","extinct","1","Chordata","Reptilia","Pterosauria","Nyctosauridae","Muzquizopteryx","","1","0","93.9","86.3","93.9","86.3","Turonian","Coniacian","marine","","actively mobile","volant","","piscivore","","","","19"
"NF10","","txn","","family","","","","","","","471773","","","6","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"371116","371116","txn","","genus","Alcione","","371116","genus","Alcione","471773","NF10","65819","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Alcione","Alcione elainus","2","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","volant","","piscivore","","","","2065"
"371117","371117","txn","","species","Alcione elainus","","371117","species","Alcione elainus","371116","","65819","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Alcione","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","volant","","piscivore","","","","2065"
"471771","471771","txn","","genus","Epapatelo","","471771","genus","Epapatelo","471773","NF10","84671","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Epapatelo","Epapatelo otyikokolo","2","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","volant","","piscivore","","","","2065"
"471772","471772","txn","","species","Epapatelo otyikokolo","","471772","species","Epapatelo otyikokolo","471771","","84671","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Epapatelo","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","volant","","piscivore","","","","2065"
"371118","371118","txn","","genus","Simurghia","","371118","genus","Simurghia","471773","NF10","65819","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Simurghia","Simurghia robusta","2","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","volant","","piscivore","","","","2065"
"371119","371119","txn","","species","Simurghia robusta","","371119","species","Simurghia robusta","371118","","65819","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Simurghia","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","volant","","piscivore","","","","2065"
"96501","96501","txn","","superfamily","Ornithocheiroidea","","96501","superfamily","Ornithocheiroidea","52940","","23567","extinct","116","Chordata","Reptilia","Pterosauria","","","","85","0","168.2","152.2","72.1","66","Bathonian","Maastrichtian","marine","","actively mobile","volant","","piscivore","","","","1593"
"392818","392818","txn","","unranked clade","Lanceodontia","","392818","unranked clade","Lanceodontia","96501","","69758","extinct","10","Chordata","Reptilia","Pterosauria","","","","16","0","168.2","152.2","100.5","93.9","Bathonian","Cenomanian","marine","","actively mobile","volant","","piscivore","","","","1593"
"401906","401906","txn","","unranked clade","Istiodactyliformes","","401906","unranked clade","Istiodactyliformes","392818","","71289","extinct","10","Chordata","Reptilia","Pterosauria","","","","13","0","168.2","152.2","100.5","93.9","Bathonian","Cenomanian","marine","","actively mobile","volant","","piscivore","","","","1593"
"401907","401907","txn","","unranked clade","Mimodactylidae","","401907","unranked clade","Mimodactylidae","401906","","71289","extinct","4","Chordata","Reptilia","Pterosauria","Mimodactylidae","","","5","0","125.77","119.5","100.5","93.9","Barremian","Cenomanian","marine","","actively mobile","volant","","piscivore","","","","1593"
"NF11","","txn","","family","","","","","","","401907","","","4","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"138740","138740","txn","","genus","Haopterus","","138740","genus","Haopterus","401907","NF11","31279","extinct","2","Chordata","Reptilia","Pterosauria","Mimodactylidae","Haopterus","","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","1593"
"138758","138758","txn","","species","Haopterus gracilis","","138758","species","Haopterus gracilis","138740","","31279","extinct","1","Chordata","Reptilia","Pterosauria","Mimodactylidae","Haopterus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","1593"
"401908","401908","txn","","genus","Mimodactylus","","401908","genus","Mimodactylus","401907","NF11","71289","extinct","2","Chordata","Reptilia","Pterosauria","Mimodactylidae","Mimodactylus","Mimodactylus libanensis","2","0","100.5","93.9","100.5","93.9","Cenomanian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"401909","401909","txn","","species","Mimodactylus libanensis","","401909","species","Mimodactylus libanensis","401908","","71289","extinct","1","Chordata","Reptilia","Pterosauria","Mimodactylidae","Mimodactylus","","1","0","100.5","93.9","100.5","93.9","Cenomanian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"119321","119321","txn","","family","Istiodactylidae","","119321","family","Istiodactylidae","401906","","26685","extinct","4","Chordata","Reptilia","Pterosauria","Istiodactylidae","","","5","0","168.2","152.2","121.4","113","Bathonian","Aptian","marine","","actively mobile","volant","","piscivore","","","","1593"
"177315","177315","txn","","genus","Archaeoistiodactylus","","177315","genus","Archaeoistiodactylus","119321","","35167","extinct","2","Chordata","Reptilia","Pterosauria","Istiodactylidae","Archaeoistiodactylus","Archaeoistiodactylus linglongtaensis","2","0","168.2","152.2","168.2","152.2","Bathonian","Kimmeridgian","marine","","actively mobile","volant","","piscivore","","","","1593"
"177316","177316","txn","","species","Archaeoistiodactylus linglongtaensis","","177316","species","Archaeoistiodactylus linglongtaensis","177315","","35167","extinct","1","Chordata","Reptilia","Pterosauria","Istiodactylidae","Archaeoistiodactylus","","1","0","168.2","152.2","168.2","152.2","Bathonian","Kimmeridgian","marine","","actively mobile","volant","","piscivore","","","","1593"
"138754","138754","txn","","genus","Liaoxipterus","","138754","genus","Liaoxipterus","119321","","31276","extinct","2","Chordata","Reptilia","Pterosauria","Istiodactylidae","Liaoxipterus","","2","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"138763","138763","txn","","species","Liaoxipterus brachyognathus","","138763","species","Liaoxipterus brachyognathus","138754","","31276","extinct","1","Chordata","Reptilia","Pterosauria","Istiodactylidae","Liaoxipterus","","1","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"NF12","","txn","","family","","","","","","","401906","","","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"158337","158337","txn","","genus","Hongshanopterus","","158337","genus","Hongshanopterus","401906","NF12","31275","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Hongshanopterus","","2","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"158338","158338","txn","","species","Hongshanopterus lacustris","","158338","species","Hongshanopterus lacustris","158337","","31275","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Hongshanopterus","","1","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"95393","95393","txn","","family","Anhangueridae","","95393","family","Anhangueridae","96501","","23368","extinct","34","Chordata","Reptilia","Pterosauria","Anhangueridae","","","29","0","140.6","132.6","100.5","89.8","Berriasian","Turonian","marine","","actively mobile","volant","","piscivore","","","","1593"
"442512","442512","txn","","subfamily","Coloborhynchinae","","442512","subfamily","Coloborhynchinae","95393","","78324","extinct","20","Chordata","Reptilia","Pterosauria","Anhangueridae","","","12","0","140.6","132.6","100.5","93.9","Berriasian","Cenomanian","marine","","actively mobile","volant","","piscivore","","","","1593"
"442517","442517","txn","","genus","Aerodraco","","442517","genus","Aerodraco","442512","","78324","extinct","2","Chordata","Reptilia","Pterosauria","Anhangueridae","Aerodraco","","2","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"95829","442518","txn","","species","Aerodraco sedgwickii","","95829","species","Aerodraco sedgwickii","442517","","32018","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Aerodraco","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"55642","55642","txn","","genus","Coloborhynchus","","55642","genus","Coloborhynchus","442512","","30979","extinct","6","Chordata","Reptilia","Pterosauria","Anhangueridae","Coloborhynchus","","3","0","140.6","132.6","100.5","93.9","Berriasian","Cenomanian","marine","","actively mobile","volant","","piscivore","","","","1593"
"55643","55643","txn","","species","Coloborhynchus clavirostris","","55643","species","Coloborhynchus clavirostris","55642","","30979","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Coloborhynchus","","1","0","140.6","132.6","140.6","132.6","Berriasian","Valanginian","marine","","actively mobile","volant","","piscivore","","","","1593"
"148853","163261","txn","","species","Coloborhynchus moroccensis","","148853","species","Coloborhynchus moroccensis","55642","","30203","extinct","2","Chordata","Reptilia","Pterosauria","Anhangueridae","Coloborhynchus","","1","0","100.5","93.9","100.5","93.9","Cenomanian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"442513","442513","txn","","genus","Nicorhynchus","","442513","genus","Nicorhynchus","442512","","78324","extinct","8","Chordata","Reptilia","Pterosauria","Anhangueridae","Nicorhynchus","","3","0","106.2","100.5","100.5","93.9","Albian","Cenomanian","marine","","actively mobile","volant","","piscivore","","","","1593"
"163248","442514","txn","","species","Nicorhynchus capito","","163248","species","Nicorhynchus capito","442513","","32034","extinct","3","Chordata","Reptilia","Pterosauria","Anhangueridae","Nicorhynchus","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"416416","442515","txn","","species","Nicorhynchus fluviferox","","416416","species","Nicorhynchus fluviferox","442513","","72178","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Nicorhynchus","","1","0","100.5","93.9","100.5","93.9","Cenomanian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"156867","156867","txn","","genus","Uktenadactylus","","156867","genus","Uktenadactylus","442512","","31076","extinct","4","Chordata","Reptilia","Pterosauria","Anhangueridae","Uktenadactylus","","3","0","125.77","121.4","106.2","100.5","Barremian","Albian","marine","","actively mobile","volant","","piscivore","","","","1593"
"442516","442516","txn","","species","Uktenadactylus rodriguesae","","442516","species","Uktenadactylus rodriguesae","156867","","78324","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Uktenadactylus","","1","0","125.77","121.4","125.77","121.4","Barremian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"55641","156868","txn","","species","Uktenadactylus wadleighi","","55641","species","Uktenadactylus wadleighi","156867","","9520","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Uktenadactylus","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"442519","442519","txn","","subfamily","Tropeognathinae","","442519","subfamily","Tropeognathinae","95393","","78324","extinct","8","Chordata","Reptilia","Pterosauria","Anhangueridae","","","11","0","119.5","113","100.5","89.8","Aptian","Turonian","marine","","actively mobile","volant","","piscivore","","","","1593"
"478713","478713","txn","","unranked clade","Mythungini","","478713","unranked clade","Mythungini","442519","","86018","extinct","2","Chordata","Reptilia","Pterosauria","Anhangueridae","","","3","0","113","100.5","113","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"NF13","","txn","","family","","","","","","","478713","","","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"478712","478712","txn","","genus","Thapunngaka","","478712","genus","Thapunngaka","478713","NF13","86018","extinct","2","Chordata","Reptilia","Pterosauria","Anhangueridae","Thapunngaka","Thapunngaka shawi","2","0","113","100.5","113","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"478714","478714","txn","","species","Thapunngaka shawi","","478714","species","Thapunngaka shawi","478712","","86018","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Thapunngaka","","1","0","113","100.5","113","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"399803","399803","txn","","genus","Ferrodraco","","399803","genus","Ferrodraco","442519","","71099","extinct","2","Chordata","Reptilia","Pterosauria","Anhangueridae","Ferrodraco","","2","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","marine","","actively mobile","volant","","piscivore","","","","1593"
"399804","399804","txn","","species","Ferrodraco lentoni","","399804","species","Ferrodraco lentoni","399803","","71099","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Ferrodraco","","1","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","marine","","actively mobile","volant","","piscivore","","","","1593"
"148340","148340","txn","","genus","Mythunga","","148340","genus","Mythunga","442519","","30122","extinct","2","Chordata","Reptilia","Pterosauria","Anhangueridae","Mythunga","Mythunga camara","2","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"148341","148341","txn","","species","Mythunga camara","","148341","species","Mythunga camara","148340","","30122","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Mythunga","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"156882","156882","txn","","genus","Tropeognathus","","156882","genus","Tropeognathus","442519","","32258","extinct","2","Chordata","Reptilia","Pterosauria","Anhangueridae","Tropeognathus","","2","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"164414","164414","txn","","species","Tropeognathus mesembrinus","","164414","species","Tropeognathus mesembrinus","156882","","32258","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Tropeognathus","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"492614","492614","txn","","genus","Haliskia","","492614","genus","Haliskia","95393","","88687","extinct","2","Chordata","Reptilia","Pterosauria","Anhangueridae","Haliskia","Haliskia peterseni","2","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"492615","492615","txn","","species","Haliskia peterseni","","492615","species","Haliskia peterseni","492614","","88687","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Haliskia","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"372108","372108","txn","","genus","Maaradactylus","","372108","genus","Maaradactylus","95393","","66066","extinct","4","Chordata","Reptilia","Pterosauria","Anhangueridae","Maaradactylus","","3","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"372109","372109","txn","","species","Maaradactylus kellneri","","372109","species","Maaradactylus kellneri","372108","","66066","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Maaradactylus","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"164544","416417","txn","","species","Maaradactylus spielbergi","","164544","species","Maaradactylus spielbergi","372108","","32278","extinct","1","Chordata","Reptilia","Pterosauria","Anhangueridae","Maaradactylus","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"NF14","","txn","","family","","","","","","","96501","","","72","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"95394","95394","txn","","genus","Anhanguera","","95394","genus","Anhanguera","96501","NF14","23368","extinct","20","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Anhanguera","","8","0","119.5","113","100.5","93.9","Aptian","Cenomanian","marine","","actively mobile","volant","","piscivore","","","","1529"
"164409","164452","txn","","species","Anhanguera araripensis","","164409","species","Anhanguera araripensis","95394","","32256","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Anhanguera","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1529"
"95395","95395","txn","","species","Anhanguera blittersdorffi","","95395","species","Anhanguera blittersdorffi","95394","","23368","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Anhanguera","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1529"
"95831","157391","txn","","species","Anhanguera cuvieri","","95831","species","Anhanguera cuvieri","95394","","16227","extinct","3","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Anhanguera","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1529"
"156885","156885","txn","","species","Anhanguera piscator","","156885","species","Anhanguera piscator","95394","","32265","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Anhanguera","","1","0","119.5","113","100.5","93.9","Aptian","Cenomanian","marine","","actively mobile","volant","","piscivore","","","","1529"
"156883","164456","txn","","species","Anhanguera robustus","","156883","species","Anhanguera robustus","95394","","32258","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Anhanguera","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1529"
"164412","164424","txn","","species","Anhanguera santanae","","164412","species","Anhanguera santanae","95394","","32256","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Anhanguera","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1529"
"163707","163707","txn","","genus","Brasileodactylus","","163707","genus","Brasileodactylus","96501","NF14","32255","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Brasileodactylus","","2","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"164408","164408","txn","","species","Brasileodactylus araripensis","","164408","species","Brasileodactylus araripensis","163707","","32255","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Brasileodactylus","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"156880","156880","txn","","genus","Cearadactylus","","156880","genus","Cearadactylus","96501","NF14","31091","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Cearadactylus","Cearadactylus atrox","2","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"156881","156881","txn","","species","Cearadactylus atrox","","156881","species","Cearadactylus atrox","156880","","31091","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Cearadactylus","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"249680","249680","txn","","genus","Guidraco","","249680","genus","Guidraco","96501","NF14","43449","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Guidraco","","2","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"249681","249681","txn","","species","Guidraco venator","","249681","species","Guidraco venator","249680","","43449","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Guidraco","","1","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"135362","135362","txn","","genus","Istiodactylus","","135362","genus","Istiodactylus","96501","NF14","30317","extinct","10","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Istiodactylus","Istiodactylus latidens","3","0","125.77","121.4","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","1593"
"135363","135364","txn","","species","Istiodactylus latidens","","135363","species","Istiodactylus latidens","135362","","30319","extinct","4","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Istiodactylus","","1","0","125.77","121.4","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","1593"
"135365","135365","txn","","species","Istiodactylus sinensis","","135365","species","Istiodactylus sinensis","135362","","28404","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Istiodactylus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","1593"
"138741","138741","txn","","genus","Liaoningopterus","","138741","genus","Liaoningopterus","96501","NF14","31356","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Liaoningopterus","","2","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"138764","138764","txn","","species","Liaoningopterus gui","","138764","species","Liaoningopterus gui","138741","","31356","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Liaoningopterus","","1","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"157392","157392","txn","","genus","Lonchodectes","","157392","genus","Lonchodectes","96501","NF14","32042","extinct","16","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Lonchodectes","","5","0","113","100.5","100.5","89.8","Albian","Turonian","marine","","actively mobile","volant","","piscivore","","","","1593"
"95832","157394","txn","","species","Lonchodectes compressirostris","","95832","species","Lonchodectes compressirostris","157392","","14140","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Lonchodectes","","1","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","marine","","actively mobile","volant","","piscivore","","","","1593"
"163229","163230","txn","","species","Lonchodectes machaerorhynchus","","163229","species","Lonchodectes machaerorhynchus","157392","","32026","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Lonchodectes","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"163233","163234","txn","","species","Lonchodectes microdon","","163233","species","Lonchodectes microdon","157392","","14179","extinct","3","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Lonchodectes","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"159636","159637","txn","","species","Lonchodectes platystomus","","159636","species","Lonchodectes platystomus","157392","","32034","extinct","3","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Lonchodectes","","1","0","113","100.5","106.2","100.5","Albian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"158339","158339","txn","","genus","Longchengpterus","","158339","genus","Longchengpterus","96501","NF14","31277","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Longchengpterus","","2","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"158340","158340","txn","","species","Longchengpterus zhaoi","","158340","species","Longchengpterus zhaoi","158339","","31277","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Longchengpterus","","1","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"163697","163697","txn","","genus","Ludodactylus","","163697","genus","Ludodactylus","96501","NF14","32115","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ludodactylus","","2","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"163698","163698","txn","","species","Ludodactylus sibbicki","","163698","species","Ludodactylus sibbicki","163697","","32115","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ludodactylus","","1","0","119.5","113","119.5","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"119320","119320","txn","","genus","Nurhachius","","119320","genus","Nurhachius","96501","NF14","26685","extinct","4","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Nurhachius","","3","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"119322","119322","txn","","species","Nurhachius ignaciobritoi","","119322","species","Nurhachius ignaciobritoi","119320","","26685","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Nurhachius","","1","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"401471","401471","txn","","species","Nurhachius luei","","401471","species","Nurhachius luei","119320","","71270","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Nurhachius","","1","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"38500","38500","txn","","genus","Ornithocheirus","","38500","genus","Ornithocheirus","96501","NF14","14179","extinct","6","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ornithocheirus","","3","0","132.6","125.77","100.5","89.8","Hauterivian","Turonian","marine","","actively mobile","volant","","piscivore","","","","2188"
"95830","163200","txn","","species","Ornithocheirus simus","","95830","species","Ornithocheirus simus","38500","","32023","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ornithocheirus","","1","0","106.2","100.5","100.5","93.9","Albian","Cenomanian","marine","","actively mobile","volant","","piscivore","","","","2188"
"159638","159638","txn","","species","Ornithocheirus wiedenrothi","","159638","species","Ornithocheirus wiedenrothi","38500","","31387","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ornithocheirus","","1","0","132.6","125.77","132.6","125.77","Hauterivian","","marine","","actively mobile","volant","","piscivore","","","","2188"
"38501","38501","txn","","genus","Ornithodesmus","","38501","genus","Ornithodesmus","96501","NF14","24479","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ornithodesmus","Ornithodesmus cluniculus","2","0","139.8","132.6","125.77","121.4","Valanginian","Barremian","marine","","actively mobile","volant","","piscivore","","","","1593"
"66728","66728","txn","","species","Ornithodesmus cluniculus","","66728","species","Ornithodesmus cluniculus","38501","","24479","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ornithodesmus","","1","0","125.77","121.4","125.77","121.4","Barremian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"80898","80898","txn","","genus","Piksi","","80898","genus","Piksi","96501","NF14","7156","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Piksi","Piksi barbarulna","2","0","83.6","72.1","83.6","72.1","Campanian","","marine","","actively mobile","volant","","piscivore","","","","1593"
"80899","80899","txn","","species","Piksi barbarulna","","80899","species","Piksi barbarulna","80898","","7156","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Piksi","","1","0","83.6","72.1","83.6","72.1","Campanian","","marine","","actively mobile","volant","","piscivore","","","","1593"
