"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon","taxon_size","extant_size","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","image_no"
"NF116","","txn","","family","","","","","","","54528","","","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"242129","242129","txn","","genus","Eoabelisaurus","","242129","genus","Eoabelisaurus","54528","NF116","42317","extinct","2","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Eoabelisaurus","","2","0","174.7","168.6","174.7","168.6","Aalenian","Bajocian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","852"
"242130","242130","txn","","species","Eoabelisaurus mefi","","242130","species","Eoabelisaurus mefi","242129","","42317","extinct","1","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Eoabelisaurus","","1","0","174.7","168.6","174.7","168.6","Aalenian","Bajocian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","852"
"65468","65468","txn","","superfamily","Ceratosauroidea","","65468","superfamily","Ceratosauroidea","90100","","7132","","4","Chordata","Reptilia","Theropoda","","","","4","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","383"
"453519","453519","txn","","unranked clade","Etrigansauria","","453519","unranked clade","Etrigansauria","65468","","80667","extinct","4","Chordata","Reptilia","Theropoda","","","","3","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","383"
"NF117","","txn","","family","","","","","","","453519","","","4","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"378708","378708","txn","","genus","Chenanisaurus","","378708","genus","Chenanisaurus","453519","NF117","67322","extinct","4","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Chenanisaurus","Chenanisaurus barbaricus","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","383"
"378709","378709","txn","","species","Chenanisaurus barbaricus","","378709","species","Chenanisaurus barbaricus","378708","","67322","extinct","2","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Chenanisaurus","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","383"
"53942","53942","txn","","family","Abelisauridae","","53942","family","Abelisauridae","90100","","8721","extant","110","Chordata","Reptilia","Theropoda","Abelisauridae","","","69","2","161.5","149.2","72.1","66","Oxfordian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"138556","138556","txn","","unranked clade","Brachyrostra","","138556","unranked clade","Brachyrostra","53942","","28889","extinct","34","Chordata","Reptilia","Theropoda","Abelisauridae","","","38","0","100.5","93.9","72.1","66","Cenomanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"336873","336873","txn","","unranked clade","Furileusauria","","336873","unranked clade","Furileusauria","138556","","58165","extinct","18","Chordata","Reptilia","Theropoda","Abelisauridae","","","20","0","93.9","86.3","72.1","66","Turonian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"NF118","","txn","","family","","","","","","","336873","","","18","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"67926","67926","txn","","subfamily","Abelisaurinae","","67926","subfamily","Abelisaurinae","336873","NF118","10350","extinct","4","Chordata","Reptilia","Theropoda","Abelisauridae","","","5","0","83.6","72.1","83.6","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"53946","53946","txn","","genus","Abelisaurus","","53946","genus","Abelisaurus","67926","","63573","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Abelisaurus","","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"53945","53945","txn","","species","Abelisaurus comahuensis","","53945","species","Abelisaurus comahuensis","53946","","63573","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Abelisaurus","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"427781","427781","txn","","genus","Niebla","","427781","genus","Niebla","67926","","74109","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Niebla","Niebla antiqua","2","0","83.6","66","83.6","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"427782","427782","txn","","species","Niebla antiqua","","427782","species","Niebla antiqua","427781","","74109","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Niebla","","1","0","83.6","66","83.6","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"54533","54533","txn","","genus","Carnotaurus","","54533","genus","Carnotaurus","336873","NF118","13927","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Carnotaurus","","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1023"
"54526","54526","txn","","species","Carnotaurus sastrei","","54526","species","Carnotaurus sastrei","54533","","13927","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Carnotaurus","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1023"
"472264","472264","txn","","genus","Elemgasem","","472264","genus","Elemgasem","336873","NF118","84809","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Elemgasem","Elemgasem nubilus","2","0","93.9","86.3","93.9","86.3","Turonian","Coniacian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"472265","472265","txn","","species","Elemgasem nubilus","","472265","species","Elemgasem nubilus","472264","","84809","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Elemgasem","","1","0","93.9","86.3","93.9","86.3","Turonian","Coniacian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"491504","491504","txn","","genus","Koleken","","491504","genus","Koleken","336873","NF118","88483","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Koleken","Koleken inakayali","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"491505","491505","txn","","species","Koleken inakayali","","491505","species","Koleken inakayali","491504","","88483","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Koleken","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"435367","435367","txn","","genus","Llukalkan","","435367","genus","Llukalkan","336873","NF118","76233","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Llukalkan","","2","0","86.3","83.6","86.3","83.6","Santonian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"435368","435368","txn","","species","Llukalkan aliocranianus","","435368","species","Llukalkan aliocranianus","435367","","76233","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Llukalkan","","1","0","86.3","83.6","86.3","83.6","Santonian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"53941","53941","txn","","genus","Pycnonemosaurus","","53941","genus","Pycnonemosaurus","336873","NF118","8719","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Pycnonemosaurus","","2","0","100.5","66","100.5","66","Cenomanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"53944","53944","txn","","species","Pycnonemosaurus nevesi","","53944","species","Pycnonemosaurus nevesi","53941","","8719","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Pycnonemosaurus","","1","0","100.5","66","100.5","66","Cenomanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"54538","54538","txn","","genus","Quilmesaurus","","54538","genus","Quilmesaurus","336873","NF118","7847","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Quilmesaurus","","2","0","83.6","66","83.6","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"54539","54539","txn","","species","Quilmesaurus curriei","","54539","species","Quilmesaurus curriei","54538","","7847","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Quilmesaurus","","1","0","83.6","66","83.6","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"336874","336874","txn","","genus","Viavenator","","336874","genus","Viavenator","336873","NF118","58165","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Viavenator","","2","0","86.3","83.6","86.3","83.6","Santonian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"336875","336875","txn","","species","Viavenator exxoni","","336875","species","Viavenator exxoni","336874","","58165","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Viavenator","","1","0","86.3","83.6","86.3","83.6","Santonian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"NF119","","txn","","family","","","","","","","138556","","","16","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"54523","54523","txn","","genus","Aucasaurus","","54523","genus","Aucasaurus","138556","NF119","7849","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Aucasaurus","Aucasaurus garridoi","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"54524","54524","txn","","species","Aucasaurus garridoi","","54524","species","Aucasaurus garridoi","54523","","7849","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Aucasaurus","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"265640","265640","txn","","genus","Dahalokely","","265640","genus","Dahalokely","138556","NF119","46390","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Dahalokely","","2","0","93.9","89.8","93.9","89.8","Turonian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","852"
"265641","265641","txn","","species","Dahalokely tokana","","265641","species","Dahalokely tokana","265640","","46390","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Dahalokely","","1","0","93.9","89.8","93.9","89.8","Turonian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","852"
"65415","65415","txn","","genus","Ekrixinatosaurus","","65415","genus","Ekrixinatosaurus","138556","NF119","13197","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Ekrixinatosaurus","","2","0","100.5","93.9","100.5","93.9","Cenomanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"65416","65416","txn","","species","Ekrixinatosaurus novasi","","65416","species","Ekrixinatosaurus novasi","65415","","13197","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Ekrixinatosaurus","","1","0","100.5","93.9","100.5","93.9","Cenomanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"460113","460113","txn","","genus","Guemesia","","460113","genus","Guemesia","138556","NF119","82146","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Guemesia","Guemesia ochoai","2","0","83.6","66","83.6","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"460114","460114","txn","","species","Guemesia ochoai","","460114","species","Guemesia ochoai","460113","","82146","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Guemesia","","1","0","83.6","66","83.6","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"54531","54531","txn","","genus","Ilokelesia","","54531","genus","Ilokelesia","138556","NF119","7846","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Ilokelesia","","2","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"54532","54532","txn","","species","Ilokelesia aguadagrandensis","","54532","species","Ilokelesia aguadagrandensis","54531","","7846","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Ilokelesia","","1","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"172843","172843","txn","","genus","Rahiolisaurus","","172843","genus","Rahiolisaurus","138556","NF119","34249","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Rahiolisaurus","","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"172844","172844","txn","","species","Rahiolisaurus gujaratensis","","172844","species","Rahiolisaurus gujaratensis","172843","","34249","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Rahiolisaurus","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"138555","138555","txn","","genus","Skorpiovenator","","138555","genus","Skorpiovenator","138556","NF119","28889","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Skorpiovenator","","2","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"138557","138557","txn","","species","Skorpiovenator bustingorryi","","138557","species","Skorpiovenator bustingorryi","138555","","28889","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Skorpiovenator","","1","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"379317","379317","txn","","genus","Thanos","","379317","genus","Thanos","138556","NF119","67480","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Thanos","Thanos simonattoi","2","0","86.3","72.1","86.3","72.1","Santonian","Campanian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"379318","379318","txn","","species","Thanos simonattoi","","379318","species","Thanos simonattoi","379317","","67480","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Thanos","","1","0","86.3","72.1","86.3","72.1","Santonian","Campanian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1714"
"54527","54527","txn","","subfamily","Carnotaurinae","","54527","subfamily","Carnotaurinae","53942","","16697","extinct","58","Chordata","Reptilia","Theropoda","Abelisauridae","","","12","0","109.9","106.2","72.1","66","Albian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"285747","453518","txn","","tribe","Majungasaurini","","285747","tribe","Majungasaurini","54527","","49429","extinct","58","Chordata","Reptilia","Theropoda","Abelisauridae","","","11","0","109.9","106.2","72.1","66","Albian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1732"
"285748","285748","txn","","genus","Arcovenator","","285748","genus","Arcovenator","285747","","49429","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Arcovenator","","2","0","83.6","72.1","72.1","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1732"
"285749","285749","txn","","species","Arcovenator escotae","","285749","species","Arcovenator escotae","285748","","49429","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Arcovenator","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1732"
"56391","56391","txn","","genus","Genusaurus","","56391","genus","Genusaurus","285747","","23633","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Genusaurus","Genusaurus sisteronis","2","0","109.9","106.2","109.9","106.2","Albian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1732"
"56392","56392","txn","","species","Genusaurus sisteronis","","56392","species","Genusaurus sisteronis","56391","","23633","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Genusaurus","","1","0","109.9","106.2","109.9","106.2","Albian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1732"
"38591","38591","txn","","genus","Indosaurus","","38591","genus","Indosaurus","285747","","7271","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Indosaurus","","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1732"
"54099","54099","txn","","species","Indosaurus matleyi","","54099","species","Indosaurus matleyi","38591","","7271","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Indosaurus","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1732"
"38582","38582","txn","","genus","Majungasaurus","","38582","genus","Majungasaurus","285747","","17225","extinct","50","Chordata","Reptilia","Theropoda","Abelisauridae","Majungasaurus","","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"53959","53957","txn","","species","Majungasaurus crenatissimus","","53959","species","Majungasaurus crenatissimus","38582","","17093","extinct","25","Chordata","Reptilia","Theropoda","Abelisauridae","Majungasaurus","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"54432","54432","txn","","genus","Rajasaurus","","54432","genus","Rajasaurus","285747","","9208","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Rajasaurus","","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1732"
"54433","54433","txn","","species","Rajasaurus narmadensis","","54433","species","Rajasaurus narmadensis","54432","","9208","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Rajasaurus","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1732"
"38612","38612","txn","","genus","Indosuchus","","38612","genus","Indosuchus","53942","","7271","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Indosuchus","","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"53958","53958","txn","","species","Indosuchus raptorius","","53958","species","Indosuchus raptorius","38612","","7271","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Indosuchus","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"123315","123315","txn","","genus","Kryptops","","123315","genus","Kryptops","53942","","27280","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Kryptops","","2","0","121.4","100.5","121.4","100.5","Aptian","Albian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"123316","123316","txn","","species","Kryptops palaios","","123316","species","Kryptops palaios","123315","","27280","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Kryptops","","1","0","121.4","100.5","121.4","100.5","Aptian","Albian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"443993","443993","txn","","genus","Kurupi","","443993","genus","Kurupi","53942","","78567","extant","2","Chordata","Reptilia","Theropoda","Abelisauridae","Kurupi","Kurupi itaata","2","1","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"443994","443994","txn","","species","Kurupi itaata","","443994","species","Kurupi itaata","443993","","78567","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Kurupi","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"57450","57450","txn","","genus","Lametasaurus","","57450","genus","Lametasaurus","53942","","16617","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Lametasaurus","","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"57451","57451","txn","","species","Lametasaurus indicus","","57451","species","Lametasaurus indicus","57450","","16617","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Lametasaurus","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"71394","71394","txn","","genus","Rugops","","71394","genus","Rugops","53942","","16632","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Rugops","","2","0","100.5","93.9","100.5","93.9","Cenomanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"71395","71395","txn","","species","Rugops primus","","71395","species","Rugops primus","71394","","16632","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Rugops","","1","0","100.5","93.9","100.5","93.9","Cenomanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"438220","438220","txn","","genus","Spectrovenator","","438220","genus","Spectrovenator","53942","","77018","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Spectrovenator","Spectrovenator ragei","2","0","121.4","113","121.4","113","Aptian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"438221","438221","txn","","species","Spectrovenator ragei","","438221","species","Spectrovenator ragei","438220","","77018","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Spectrovenator","","1","0","121.4","113","121.4","113","Aptian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"65137","65137","txn","","genus","Tarascosaurus","","65137","genus","Tarascosaurus","53942","","7842","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Tarascosaurus","","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"65138","65138","txn","","species","Tarascosaurus salluvicus","","65138","species","Tarascosaurus salluvicus","65137","","7842","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Tarascosaurus","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"450832","450832","txn","","genus","Tralkasaurus","","450832","genus","Tralkasaurus","53942","","79633","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Tralkasaurus","Tralkasaurus cuyi","2","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"450833","450833","txn","","species","Tralkasaurus cuyi","","450833","species","Tralkasaurus cuyi","450832","","79633","extinct","1","Chordata","Reptilia","Theropoda","Abelisauridae","Tralkasaurus","","1","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
"56393","56393","txn","","genus","Xenotarsosaurus","","56393","genus","Xenotarsosaurus","53942","","13117","extinct","2","Chordata","Reptilia","Theropoda","Abelisauridae","Xenotarsosaurus","Xenotarsosaurus bonapartei","2","0","100.5","89.8","100.5","89.8","Cenomanian","Turonian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1112"
