Name,Family,Infraorder,Suborder,Order,Taxon Size,Diet,Max MYA,Min MYA,Early Age,Late Age,Early Period,Late Period
Kompsornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Neimengornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Alcmonavis,,,,,1,Carnivore,149.2,146.3,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Archaeopteryx,Achaeopterygidae,Avialae,Therapoda,Saurischia,3,"Piscivore, insectivore",149.2,121.4,Tithonian,Barremian,Upper Jurassic,Lower Cretaceous
Aurornis,,,,,1,Carnivore,168.2,152.2,Bathonian,Kimmeridgian,Middle Jurassic,Upper Jurassic
Dalianraptor,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Fujianvenator,,,,,1,Carnivore,152.2,146.3,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Fukuipteryx,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Ilerdopteryx,,,,,1,Carnivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Changchengornis,Confuciusornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Confuciusornis,Confuciusornithidae,Avialae,Therapoda,Saurischia,3,Carnivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Eoconfuciusornis,Confuciusornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,132.6,121.4,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous
Jibeinia,Confuciusornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Yangavis,Confuciusornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Chongmingia,Jinguofortisidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Cratonavis,Jinguofortisidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Jinguofortis,Jinguofortisidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Sapeornis,,,,,1,Carnivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Gallornis,Torotigidae,Avialae,Therapoda,Saurischia,1,Carnivore,132.6,125.77,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Torotix,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Tytthostonyx,Tytthostonychidae,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,61.6,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Lonchodytes,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Horezmavis,,,,,1,Carnivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Maaqwi,Vegaviidae,Avialae,Therapoda,Saurischia,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Neogaeornis,Vegaviidae,Avialae,Therapoda,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Polarornis,Vegaviidae,Avialae,Therapoda,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Teviornis,Presbyornithidae,Avialae,Therapoda,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Anatalavis,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Vegavis,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Asteriornis,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Praeornis,Praeornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,161.5,154.8,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Ceramornis,Cimolopterygidae,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Cimolopteryx,Cimolopterygidae,Avialae,Therapoda,Saurischia,2,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Lamarqueavis,Cimolopterygidae,Avialae,Therapoda,Saurischia,3,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Laornis,Graculavidae,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Palaeotringa,Graculavidae,Avialae,Therapoda,Saurischia,2,Carnivore,72.1,61.6,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Graculavus,,,,,2,Carnivore,72.1,61.6,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Telmatornis,,,,,1,Carnivore,72.1,61.6,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Volgavis,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Mystiornis,Mystiornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Omnivoropteryx,Omnivoropterygidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Yandangornis,Yandangithidae,Avialae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Ignotornis,Ignotornidae,Avialae,Therapoda,Saurischia,3,Carnivore,121.4,100.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Jeholornis,,,,,3,Carnivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Jixiangornis,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Platanavis,,,,,1,Carnivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Proornis,,,,,1,Carnivore,145,100.5,Berriasian,Albian,Lower Cretaceous,Lower Cretaceous
Shenzhouraptor,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Yacoraitichnus,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Boreonykus,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Dakotaraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Dromaeosaurus,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,2,Carnivore,109.9,66,Albian,Maastrichtian,Lower Cretaceous,Upper Cretaceous
Itemirus,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Yurgovuchia,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,140.6,132.6,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Atrociraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Saurornitholestes,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,2,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Acheroraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Dineobellator,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Kansaignathus,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Linheraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Tsaagan,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Velociraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,2,Carnivore,89.8,66,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Achillobator,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,100.5,83.6,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous
Adasaurus,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Deinonychus,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,145,93.9,Berriasian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Utahraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,139.8,132.6,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Vectiraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Halszkaraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Hulsanpes,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Mahakala,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Natovenator,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Changyuraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Graciliraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Hesperonychus,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Microraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,3,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Shanag,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,145,100.5,Berriasian,Albian,Lower Cretaceous,Lower Cretaceous
Sinornithosaurus,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Zhongjianosaurus,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Austroraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Buitreraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Diuqin,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Neuquenraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,93.9,86.3,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous
Rahonavis,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Unenlagia,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,2,Carnivore,93.9,86.3,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous
Ypupiara,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Balaur,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bambiraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Daurlong,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,121.4,119.5,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Dromaeosauroides,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,140.6,139.8,Berriasian,Berriasian,Lower Cretaceous,Lower Cretaceous
Imperobator,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Kuru,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Luanchuanraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Nuthetes,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,145,139.8,Berriasian,Berriasian,Lower Cretaceous,Lower Cretaceous
Pyroraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Richardoestesia,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,4,Carnivore,154.8,66,Kimmeridgian,Maastrichtian,Upper Jurassic,Upper Cretaceous
Shri,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Tianyuraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Variraptor,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Wulong,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Zhenyuanlong,Dromaeosauridae,Tetanurae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Jinfengopteryx,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Liaoningvenator,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Philovenator,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Tamarro,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Jianianhualong,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Mei,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Sinovenator,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Xiaotingia,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",168.2,152.2,Bathonian,Kimmeridgian,Middle Jurassic,Upper Jurassic
Borogovia,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Byronosaurus,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Hypnovenator,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",113,106.2,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Latenivenatrix,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Linhevenator,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Saurornithoides,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",100.5,66,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Sinornithoides,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",113,109.9,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Stenonychosaurus,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Talos,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Troodon,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",86.3,66,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Urbacodon,Troodontidae,Tetanurae,Therapoda,Saurischia,2,"Carnivore, omnivore",125.77,72.1,Barremian,Campanian,Lower Cretaceous,Upper Cretaceous
Zanabazar,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Albertavenator,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Almas,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Anchiornis,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",168.2,152.2,Bathonian,Kimmeridgian,Middle Jurassic,Upper Jurassic
Archaeornithoides,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Daliansaurus,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Geminiraptor,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",139.8,132.6,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Gobivenator,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Harenadraco,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Hesperornithoides,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Papiliovenator,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Pectinodon,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",100.5,66,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Sinusonasus,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Tochisaurus,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Xixiasaurus,Troodontidae,Tetanurae,Therapoda,Saurischia,1,"Carnivore, omnivore",89.8,72.1,Coniacian,Campanian,Upper Cretaceous,Upper Cretaceous
Pamparaptor,,,,,1,Carnivore,93.9,86.3,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous
Caihong,,,,,1,Carnivore,161.5,154.8,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Eosinopteryx,,,,,1,Carnivore,168.2,152.2,Bathonian,Kimmeridgian,Middle Jurassic,Upper Jurassic
Epidendrosaurus,,,,,1,Carnivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Epidexipteryx,,,,,1,Carnivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Overoraptor,,,,,1,Carnivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Paronychodon,,,,,1,Carnivore,154.8,66,Kimmeridgian,Maastrichtian,Upper Jurassic,Upper Cretaceous
Pedopenna,,,,,1,Carnivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Pneumatoraptor,,,,,1,Carnivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Serikornis,,,,,1,Carnivore,161.5,154.8,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Zhongornis,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Anzu,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Apatoraptor,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Caenagnathasia,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,93.9,72.1,Turonian,Campanian,Upper Cretaceous,Upper Cretaceous
Caenagnathus,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Citipes,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Elmisaurus,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Epichirostenotes,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Hagryphus,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Anomalipes,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Beibeilong,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Chirostenotes,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Eoneophron,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Gigantoraptor,Caenagnathidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Leptorhynchos,Caenagnathidae,Tetanurae,Therapoda,Saurischia,2,Omnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Microvenator,Caenagnathidae,Tetanurae,Therapoda,Saurischia,2,Omnivore,121.4,93.9,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Similicaudipteryx,Caudipterygidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Xingtianosaurus,Caudipterygidae,Tetanurae,Therapoda,Saurischia,1,Omnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Citipati,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Corythoraptor,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Huanansaurus,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Rinchenia,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Tongtianlong,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Wulatelong,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Banji,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Conchoraptor,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Ganzhousaurus,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Heyuannia,Oviraptoridae,Tetanurae,Therapoda,Saurischia,2,Omnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Jiangxisaurus,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Khaan,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Machairasaurus,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Nemegtomaia,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Oksoko,Oviraptoridae,Tetanurae,Therapoda,Saurischia,1,Omnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
